record_type,company_name,tender_id,year,tender_date,contract_date,buyer_institution,city,region,procurement_type,procedure_type,tender_title,product_group,product_name,unit,quantity,delivery_months,competitor_count_estimate,estimated_unit_cost_try,estimated_total_cost_try,winning_unit_price_try,contract_value_try,internal_unit_cost_try,gross_margin_pct,gross_profit_try,discount_to_estimated_cost_pct,cpi_factor_to_2025,sector_price_factor_to_2025,inflation_adjusted_unit_price_2025_try,inflation_adjusted_contract_value_2025_try,cpi_factor_to_2026,inflation_adjusted_unit_price_2026_try,inflation_adjusted_contract_value_2026_try,result,strategic_fit_score,data_note
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0145,2022,2022-10-17,2022-11-27,Manisa Kamu Hastaneleri Birliği,Manisa,Ege,Mal,Çerçeve Anlaşma,Levofloksasin IV 500 mg/100 ml Alımı,Injectable,Levofloksasin IV 500 mg/100 ml,adet,63032,3,4,63.64,4011419.24,49.79,3138609.67,41.04,17.58,551643.21,21.76,3.1138,2.374,118.21,7451059.35,3.6309,180.78,11395977.85,Kazandı,53.9,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0146,2022,2022-04-20,2022-06-11,Mersin Kamu Hastaneleri Birliği,Mersin,Akdeniz,Mal,Pazarlık (MD 21 F),%0.9 NaCl 500 ml Alımı,IV Solution,%0.9 NaCl 500 ml,adet,239061,6,2,13.13,3139493.71,11.23,2684416.7,9.11,18.89,506985.01,14.5,3.1138,2.374,26.66,6372805.24,3.6309,40.78,9746848.6,Kazandı,60.8,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0147,2022,2022-06-12,2022-07-23,Van Ağız ve Diş Sağlığı Merkezi,Van,Doğu Anadolu,Mal,Açık İhale,%0.9 NaCl 1000 ml Alımı,IV Solution,%0.9 NaCl 1000 ml,adet,27969,12,4,21.33,596439.14,19.49,545115.83,14.37,26.25,143068.24,8.6,3.1138,2.374,46.27,1294104.97,3.6309,70.77,1979261.07,Kazandı,67.8,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0148,2022,2021-12-31,2022-01-15,Mardin Belediye Sağlık İşleri Müdürlüğü,Mardin,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 F),Steril Su 100 ml Alımı,IV Solution,Steril Su 100 ml,adet,156479,6,4,6.87,1074438.76,5.41,846535.54,3.87,28.55,241711.93,21.21,3.1138,2.374,12.84,2009675.37,3.6309,19.64,3073685.89,Kazandı,67.3,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0149,2022,2022-06-16,2022-07-28,Aydın Eğitim ve Araştırma Hastanesi,Aydın,Ege,Mal,Pazarlık (MD 21 B),Steril Su 500 ml Alımı,IV Solution,Steril Su 500 ml,adet,514314,3,3,12.73,6546969.66,10.43,5361843.31,8.06,22.71,1217753.06,18.1,3.1138,2.374,24.75,12729016.02,3.6309,37.87,19468316.87,Kazandı,64.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0150,2022,2021-11-25,2022-01-07,Mardin Kamu Hastaneleri Birliği,Mardin,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 B),%0.9 NaCl 100 ml Alımı,IV Solution,%0.9 NaCl 100 ml,adet,78315,9,6,6.86,537243.27,6.0,470208.6,4.84,19.46,91517.65,12.48,3.1138,2.374,14.25,1116275.21,3.6309,21.79,1707280.41,Kazandı,65.6,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0151,2022,2021-12-11,2022-01-07,Rize Askeri Hastane,Rize,Karadeniz,Mal,Pazarlık (MD 21 F),Parasetamol IV 10 mg/ml 100 ml Alımı,Injectable,Parasetamol IV 10 mg/ml 100 ml,adet,86685,6,5,47.42,4110599.38,39.05,3385249.3,28.89,26.01,880533.32,17.65,3.1138,2.374,92.71,8036581.84,3.6309,141.79,12291501.68,Kazandı,66.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0152,2022,2022-11-29,2022-12-16,Kayseri Askeri Hastane,Kayseri,İç Anadolu,Mal,Pazarlık (MD 21 F),Sodyum Bikarbonat Ampul 10 ml Alımı,Injectable,Sodyum Bikarbonat Ampul 10 ml,adet,63117,12,4,9.71,612793.97,9.15,577286.54,6.65,27.28,157475.04,5.79,3.1138,2.374,21.71,1370478.24,3.6309,33.22,2096069.7,Kazandı,76.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0153,2022,2022-05-08,2022-05-18,Diyarbakır Devlet Hastanesi,Diyarbakır,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 B),%0.9 NaCl 100 ml Alımı,IV Solution,%0.9 NaCl 100 ml,adet,276719,9,2,6.91,1910937.36,6.18,1708819.04,4.87,21.17,361724.19,10.58,3.1138,2.374,14.66,4056736.41,3.6309,22.44,6204551.05,Kazandı,69.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0154,2022,2022-01-29,2022-02-15,Antalya Şehir Hastanesi,Antalya,Akdeniz,Mal,Doğrudan Temin,Sodyum Bikarbonat Ampul 10 ml Alımı,Injectable,Sodyum Bikarbonat Ampul 10 ml,adet,39747,3,4,11.81,469575.17,10.43,414754.45,6.86,34.27,142116.93,11.67,3.1138,2.374,24.77,984627.07,3.6309,37.87,1505931.93,Kazandı,65.9,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0155,2022,2022-11-03,2022-12-09,Mersin Belediye Sağlık İşleri Müdürlüğü,Mersin,Akdeniz,Mal,Pazarlık (MD 21 F),%5 Dekstroz 250 ml Alımı,IV Solution,%5 Dekstroz 250 ml,adet,104045,6,8,9.48,986802.81,8.39,873301.17,6.73,19.79,172869.46,11.5,3.1138,2.374,19.93,2073216.97,3.6309,30.46,3170869.22,Kazandı,70.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0156,2022,2022-08-02,2022-09-05,Adana Askeri Hastane,Adana,Akdeniz,Mal,Açık İhale,Mannitol %20 150 ml Alımı,Injectable,Mannitol %20 150 ml,adet,43783,9,3,47.26,2069182.12,42.13,1844706.65,31.16,26.05,480461.42,10.85,3.1138,2.374,100.02,4379333.59,3.6309,152.97,6697945.38,Kazandı,62.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0157,2022,2022-03-26,2022-05-25,Trabzon Eğitim ve Araştırma Hastanesi,Trabzon,Karadeniz,Mal,Pazarlık (MD 21 B),%10 Dekstroz 500 ml Alımı,IV Solution,%10 Dekstroz 500 ml,adet,717714,6,4,18.99,13630777.35,15.26,10954736.26,12.47,18.32,2006818.19,19.63,3.1138,2.374,36.24,26006543.89,3.6309,55.41,39775551.89,Kazandı,67.8,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0158,2022,2022-04-25,2022-05-24,Aydın İl Sağlık Müdürlüğü,Aydın,Ege,Mal,Pazarlık (MD 21 F),Siprofloksasin IV 200 mg/100 ml Alımı,Injectable,Siprofloksasin IV 200 mg/100 ml,adet,51571,9,3,43.01,2217937.17,33.49,1727187.18,23.14,30.9,533691.77,22.13,3.1138,2.374,79.51,4100342.36,3.6309,121.6,6271243.93,Kazandı,69.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0159,2022,2022-07-09,2022-08-18,Rize Devlet Hastanesi,Rize,Karadeniz,Mal,Açık İhale,Hemodiyaliz Solüsyonu 5000 ml Alımı,Special Solution,Hemodiyaliz Solüsyonu 5000 ml,adet,43714,6,3,89.7,3921017.77,67.95,2970565.74,50.72,25.36,753187.41,24.24,3.1138,2.374,161.32,7052123.06,3.6309,246.72,10785827.15,Kazandı,64.0,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0160,2022,2022-06-06,2022-06-28,Denizli Askeri Hastane,Denizli,Ege,Mal,Pazarlık (MD 21 B),Parasetamol IV 10 mg/ml 100 ml Alımı,Injectable,Parasetamol IV 10 mg/ml 100 ml,adet,120428,6,4,37.09,4466630.97,34.18,4116353.12,26.95,21.14,870347.58,7.84,3.1138,2.374,81.15,9772222.3,3.6309,124.1,14946066.54,Kazandı,54.6,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0161,2022,2022-06-02,2022-07-02,Rize Şehir Hastanesi,Rize,Karadeniz,Mal,Çerçeve Anlaşma,Ringer Laktat 500 ml Alımı,IV Solution,Ringer Laktat 500 ml,adet,306348,12,2,13.34,4088148.15,12.34,3778861.05,9.93,19.53,737943.48,7.57,3.1138,2.374,29.28,8971016.12,3.6309,44.81,13720666.59,Kazandı,64.3,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0162,2022,2022-10-06,2022-11-26,Mardin Kamu Hastaneleri Birliği,Mardin,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 B),Mannitol %20 150 ml Alımı,Injectable,Mannitol %20 150 ml,adet,175384,12,4,48.56,8516994.97,40.51,7105025.53,30.57,24.53,1742967.62,16.58,3.1138,2.374,96.17,16867330.62,3.6309,147.09,25797637.2,Kazandı,68.3,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0163,2022,2022-08-19,2022-09-19,Antalya Devlet Hastanesi,Antalya,Akdeniz,Mal,Açık İhale,%5 Dekstroz 250 ml Alımı,IV Solution,%5 Dekstroz 250 ml,adet,142501,6,5,8.88,1264846.62,7.74,1103523.45,7.06,8.8,97083.79,12.75,3.1138,2.374,18.38,2619764.67,3.6309,28.1,4006783.29,Kazandı,51.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0164,2022,2022-09-05,2022-09-15,Elazığ Eğitim ve Araştırma Hastanesi,Elazığ,Doğu Anadolu,Mal,Açık İhale,%0.9 NaCl 1000 ml Alımı,IV Solution,%0.9 NaCl 1000 ml,adet,39882,12,2,19.84,791072.13,18.29,729531.82,14.11,22.86,166770.58,7.78,3.1138,2.374,43.43,1731908.54,3.6309,66.41,2648857.09,Kazandı,58.7,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0165,2022,2022-07-31,2022-08-26,Adana Eğitim ve Araştırma Hastanesi,Adana,Akdeniz,Mal,Pazarlık (MD 21 F),%5 Dekstroz 250 ml Alımı,IV Solution,%5 Dekstroz 250 ml,adet,339871,12,4,10.06,3419751.26,8.71,2961590.81,6.79,22.05,653106.23,13.4,3.1138,2.374,20.69,7030816.58,3.6309,31.63,10753240.07,Kazandı,61.3,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0166,2022,2022-05-06,2022-06-28,Rize Eğitim ve Araştırma Hastanesi,Rize,Karadeniz,Mal,Pazarlık (MD 21 B),Steril Su 500 ml Alımı,IV Solution,Steril Su 500 ml,adet,315489,6,2,11.82,3728905.63,9.94,3135506.85,7.84,21.09,661318.24,15.91,3.1138,2.374,23.59,7443693.25,3.6309,36.09,11384711.82,Kazandı,64.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0167,2022,2022-07-15,2022-09-02,Mersin Askeri Hastane,Mersin,Akdeniz,Mal,Açık İhale,Sodyum Bikarbonat Ampul 10 ml Alımı,Injectable,Sodyum Bikarbonat Ampul 10 ml,adet,115800,12,3,11.2,1297532.66,9.82,1136969.18,6.83,30.44,346066.47,12.37,3.1138,2.374,23.31,2699164.84,3.6309,35.66,4128221.4,Kazandı,65.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0168,2022,2022-10-27,2022-12-03,Kayseri Şehir Hastanesi,Kayseri,İç Anadolu,Mal,Açık İhale,%0.9 NaCl 500 ml Alımı,IV Solution,%0.9 NaCl 500 ml,adet,46316,12,3,13.16,609381.1,10.66,493771.5,7.85,26.37,130211.7,18.97,3.1138,2.374,25.31,1172213.55,3.6309,38.71,1792834.94,Kazandı,66.6,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0169,2022,2022-02-22,2022-03-23,Erzurum Askeri Hastane,Erzurum,Doğu Anadolu,Mal,Pazarlık (MD 21 B),%0.9 NaCl 1000 ml Alımı,IV Solution,%0.9 NaCl 1000 ml,adet,29993,12,2,21.52,645520.62,19.25,577461.23,15.55,19.25,111160.65,10.54,3.1138,2.374,45.71,1370892.95,3.6309,69.89,2096703.98,Kazandı,66.6,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0170,2022,2022-04-09,2022-05-12,Bursa İl Sağlık Müdürlüğü,Bursa,Marmara,Mal,Pazarlık (MD 21 B),%0.9 NaCl 100 ml Alımı,IV Solution,%0.9 NaCl 100 ml,adet,151357,6,2,6.71,1015133.14,5.58,844460.98,4.61,17.43,147151.0,16.81,3.1138,2.374,13.25,2004750.37,3.6309,20.26,3066153.37,Kazandı,65.7,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0171,2022,2022-05-27,2022-07-19,Konya Belediye Sağlık İşleri Müdürlüğü,Konya,İç Anadolu,Mal,Açık İhale,Siprofloksasin IV 200 mg/100 ml Alımı,Injectable,Siprofloksasin IV 200 mg/100 ml,adet,69275,6,6,33.71,2335517.03,30.8,2133587.23,23.52,23.62,503904.81,8.65,3.1138,2.374,73.12,5065136.08,3.6309,111.83,7746841.87,Kazandı,60.6,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0172,2022,2022-09-24,2022-10-28,Konya Eğitim ve Araştırma Hastanesi,Konya,İç Anadolu,Mal,Pazarlık (MD 21 F),%5 Dekstroz 500 ml Alımı,IV Solution,%5 Dekstroz 500 ml,adet,257908,6,4,15.6,4024064.11,12.96,3341901.14,10.0,22.84,763355.92,16.95,3.1138,2.374,30.76,7933673.31,3.6309,47.06,12134108.85,Kazandı,70.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0173,2022,2022-09-11,2022-10-05,Diyarbakır Askeri Hastane,Diyarbakır,Güneydoğu Anadolu,Mal,Açık İhale,Periton Diyaliz Solüsyonu 2000 ml Alımı,Special Solution,Periton Diyaliz Solüsyonu 2000 ml,adet,35614,12,4,68.29,2431970.21,60.78,2164594.31,46.78,23.03,498496.57,10.99,3.1138,2.374,144.29,5138746.9,3.6309,220.69,7859425.48,Kazandı,60.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0174,2022,2022-05-12,2022-05-22,Şanlıurfa Askeri Hastane,Şanlıurfa,Güneydoğu Anadolu,Mal,Çerçeve Anlaşma,Levofloksasin IV 500 mg/100 ml Alımı,Injectable,Levofloksasin IV 500 mg/100 ml,adet,74014,12,5,58.72,4345813.67,50.48,3736010.92,41.12,18.53,692390.11,14.03,3.1138,2.374,119.83,8869289.92,3.6309,183.29,13565082.05,Kazandı,60.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0175,2022,2022-06-26,2022-08-12,Manisa Eğitim ve Araştırma Hastanesi,Manisa,Ege,Mal,Açık İhale,Levofloksasin IV 500 mg/100 ml Alımı,Injectable,Levofloksasin IV 500 mg/100 ml,adet,127142,3,3,65.58,8337678.95,54.31,6904600.15,39.65,26.99,1863322.39,17.19,3.1138,2.374,128.92,16391520.76,3.6309,197.19,25069912.68,Kazandı,69.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0176,2022,2022-07-30,2022-08-28,Mardin Üniversite Hastanesi,Mardin,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 B),Steril Su 100 ml Alımı,IV Solution,Steril Su 100 ml,adet,273021,9,4,5.1,1391229.04,4.93,1346070.03,4.04,18.01,242475.23,3.25,3.1138,2.374,11.7,3195570.24,3.6309,17.9,4887445.67,Kazandı,69.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0177,2022,2022-02-26,2022-04-13,Hatay Eğitim ve Araştırma Hastanesi,Hatay,Akdeniz,Mal,Açık İhale,%10 Dekstroz 500 ml Alımı,IV Solution,%10 Dekstroz 500 ml,adet,169243,9,6,14.97,2533764.86,13.42,2271391.63,10.97,18.23,414005.83,10.36,3.1138,2.374,31.86,5392283.72,3.6309,48.73,8247195.87,Kazandı,61.9,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0178,2022,2021-12-06,2022-01-27,Ordu Üniversite Hastanesi,Ordu,Karadeniz,Mal,Açık İhale,Parasetamol IV 10 mg/ml 100 ml Alımı,Injectable,Parasetamol IV 10 mg/ml 100 ml,adet,71292,9,6,39.91,2845463.01,36.79,2622594.78,27.16,26.18,686651.7,7.83,3.1138,2.374,87.33,6226040.0,3.6309,133.58,9522379.39,Kazandı,69.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0179,2022,2022-09-13,2022-10-24,İzmir İl Sağlık Müdürlüğü,İzmir,Ege,Mal,Açık İhale,Metronidazol IV 5 mg/ml 100 ml Alımı,Injectable,Metronidazol IV 5 mg/ml 100 ml,adet,116515,3,6,26.48,3085668.55,21.72,2530869.72,19.22,11.52,291539.85,17.98,3.1138,2.374,51.57,6008284.72,3.6309,78.86,9189334.87,Kazandı,47.1,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0180,2022,2022-03-30,2022-04-21,Van Ağız ve Diş Sağlığı Merkezi,Van,Doğu Anadolu,Mal,Çerçeve Anlaşma,Steril Su 100 ml Alımı,IV Solution,Steril Su 100 ml,adet,66016,6,1,5.69,375314.19,4.91,324079.87,4.08,16.95,54931.29,13.65,3.1138,2.374,11.65,769365.61,3.6309,17.83,1176701.6,Kazandı,54.7,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0181,2022,2022-11-09,2022-11-21,Manisa Eğitim ve Araştırma Hastanesi,Manisa,Ege,Mal,Pazarlık (MD 21 F),Periton Diyaliz Solüsyonu 2000 ml Alımı,Special Solution,Periton Diyaliz Solüsyonu 2000 ml,adet,55229,12,3,72.81,4021234.76,60.56,3344779.36,45.47,24.92,833475.65,16.82,3.1138,2.374,143.77,7940506.2,3.6309,219.89,12144559.38,Kazandı,70.1,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0182,2022,2022-08-17,2022-10-12,Elazığ İl Sağlık Müdürlüğü,Elazığ,Doğu Anadolu,Mal,Açık İhale,Steril Su 100 ml Alımı,IV Solution,Steril Su 100 ml,adet,172868,12,2,5.49,948564.05,4.91,849455.63,3.96,19.45,165210.55,10.45,3.1138,2.374,11.67,2016607.67,3.6309,17.83,3084288.45,Kazandı,63.2,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0183,2022,2022-11-23,2022-12-14,Bursa Ağız ve Diş Sağlığı Merkezi,Bursa,Marmara,Mal,Pazarlık (MD 21 B),%5 Dekstroz 250 ml Alımı,IV Solution,%5 Dekstroz 250 ml,adet,95462,6,1,11.09,1058859.92,8.9,849463.93,6.59,25.96,220550.32,19.78,3.1138,2.374,21.12,2016627.37,3.6309,32.32,3084318.58,Kazandı,76.7,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0184,2022,2022-08-20,2022-09-09,Kayseri Belediye Sağlık İşleri Müdürlüğü,Kayseri,İç Anadolu,Mal,Çerçeve Anlaşma,%10 Dekstroz 500 ml Alımı,IV Solution,%10 Dekstroz 500 ml,adet,591748,6,3,14.3,8462480.92,12.43,7356309.38,11.51,7.43,546386.64,13.07,3.1138,2.374,29.51,17463878.46,3.6309,45.13,26710023.73,Kazandı,69.1,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0185,2022,2022-11-27,2022-12-28,Elazığ Üniversite Hastanesi,Elazığ,Doğu Anadolu,Mal,Açık İhale,Ringer Laktat 1000 ml Alımı,IV Solution,Ringer Laktat 1000 ml,adet,45221,3,4,26.66,1205696.87,21.97,993577.92,19.29,12.22,121462.04,17.59,3.1138,2.374,52.16,2358753.99,3.6309,79.77,3607582.07,Kazandı,59.8,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0186,2022,2022-03-06,2022-04-28,Antalya Devlet Hastanesi,Antalya,Akdeniz,Mal,Pazarlık (MD 21 B),%0.9 NaCl 1000 ml Alımı,IV Solution,%0.9 NaCl 1000 ml,adet,44511,9,3,25.97,1155990.93,19.84,882914.7,14.02,29.34,259070.75,23.62,3.1138,2.374,47.09,2096039.49,3.6309,72.04,3205774.98,Kazandı,72.9,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0187,2022,2022-06-05,2022-07-01,Malatya Eğitim ve Araştırma Hastanesi,Malatya,Doğu Anadolu,Mal,Pazarlık (MD 21 B),Metronidazol IV 5 mg/ml 100 ml Alımı,Injectable,Metronidazol IV 5 mg/ml 100 ml,adet,70810,9,2,31.75,2248355.51,27.23,1928193.88,20.98,22.96,442726.33,14.24,3.1138,2.374,64.65,4577532.27,3.6309,98.87,7001079.16,Kazandı,60.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0188,2022,2022-10-02,2022-11-24,Tekirdağ Ağız ve Diş Sağlığı Merkezi,Tekirdağ,Marmara,Mal,Pazarlık (MD 21 B),Sodyum Bikarbonat Ampul 10 ml Alımı,Injectable,Sodyum Bikarbonat Ampul 10 ml,adet,32015,3,3,9.91,317128.56,8.9,284807.82,6.28,29.4,83720.08,10.19,3.1138,2.374,21.12,676133.77,3.6309,32.32,1034108.71,Kazandı,73.5,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0189,2022,2022-01-29,2022-02-22,Rize Ağız ve Diş Sağlığı Merkezi,Rize,Karadeniz,Mal,Pazarlık (MD 21 B),Ringer Laktat 1000 ml Alımı,IV Solution,Ringer Laktat 1000 ml,adet,65382,3,4,25.5,1666991.99,21.25,1389591.12,18.95,10.83,150512.47,16.64,3.1138,2.374,50.46,3298889.32,3.6309,77.16,5045466.4,Kazandı,50.1,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0190,2022,2022-05-27,2022-06-20,Sakarya Belediye Sağlık İşleri Müdürlüğü,Sakarya,Marmara,Mal,Açık İhale,Mannitol %20 150 ml Alımı,Injectable,Mannitol %20 150 ml,adet,76708,6,5,47.88,3672757.97,38.34,2941188.48,29.84,22.16,651885.79,19.92,3.1138,2.374,91.03,6982381.46,3.6309,139.21,10679161.25,Kazandı,65.4,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0191,2022,2022-10-28,2022-11-14,Mardin Üniversite Hastanesi,Mardin,Güneydoğu Anadolu,Mal,Pazarlık (MD 21 B),%0.9 NaCl 500 ml Alımı,IV Solution,%0.9 NaCl 500 ml,adet,177072,6,2,14.98,2653073.43,11.56,2046389.46,9.62,16.75,342723.19,22.87,3.1138,2.374,27.44,4858128.59,3.6309,41.97,7430235.49,Kazandı,49.9,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
synthetic_demo,X İlaç Şirketi (Synthetic),SYN-XIL-2022-0192,2022,2022-07-19,2022-08-04,İstanbul Üniversite Hastanesi,İstanbul,Marmara,Mal,Açık İhale,%5 Dekstroz 250 ml Alımı,IV Solution,%5 Dekstroz 250 ml,adet,155510,6,6,9.21,1431710.44,7.88,1225219.35,6.76,14.17,173575.23,14.42,3.1138,2.374,18.7,2908670.74,3.6309,28.61,4448648.94,Kazandı,60.0,Synthetic demo row generated from researched inflation/regulatory assumptions; not an actual X İlaç Şirketi tender.
